Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2013,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2014,28,16,110,15,4,70,55,179,39,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2015,27,17,150,20,4,70,55,179,24,FWD,5,4,4dr
Acura,ILX,2016,27,17,200,24,4,70,55,181,25,FWD,5,4,4dr
Acura,ILX,2016,27,17,200,24,4,70,55,181,25,FWD,5,4,4dr
Acura,ILX,2016,27,17,200,24,4,70,55,181,25,FWD,5,4,4dr
Acura,ILX,2016,27,17,200,24,4,70,55,181,25,FWD,5,4,4dr
Acura,ILX,2016,27,17,200,24,4,70,55,181,25,FWD,5,4,4dr
Acura,ILX,2016,27,17,200,24,4,70,55,181,25,FWD,5,4,4dr
Acura,ILX,2016,27,17,200,24,4,70,55,181,25,FWD,5,4,4dr
